athlete;gender;timestamp;distance (m);elapsed time (s);elevation gain (m);average heart rate (bpm)
13829937;F;15.10.19;15087.7;5055;263.6;
13829937;F;13.10.19;5614.5;1475;62.4;
13829937;F;13.10.19;3246.3;1240;45702;
13829937;F;12.10.19;7430.7;2389;45703;
13829937;F;08.10.19;7800.8;2750;130.6;
13829937;F;06.10.19;14003.9;4348;304.9;
13829937;F;05.10.19;14089.6;3965;73.6;
13829937;F;05.10.19;2206.2;577;45756;
13829937;F;01.10.19;14418.9;4754;252.4;
13829937;F;28.09.19;14288.4;4882;294.7;
13829937;F;24.09.19;12894.5;4514;269.9;
13829937;F;22.09.19;15038.8;5371;280.3;
13829937;F;21.09.19;11436.4;3914;256.9;
13829937;F;19.09.19;9316.9;3347;35.9;
13829937;F;17.09.19;9915.5;3636;97.7;
13829937;F;15.09.19;11477.3;4163;305.8;
13829937;F;14.09.19;12991.6;4444;164.5;
13829937;F;10.09.19;9232.8;3391;206.9;
13829937;F;03.09.19;11914.2;4118;192.1;
13829937;F;20.08.19;10907.0;3776;170.3;
13829937;F;19.08.19;11032.8;4129;45.2;
13829937;F;13.08.19;8358.3;2960;105.1;
13829937;F;09.08.19;8553.9;3668;238.6;
13829937;F;08.08.19;1790.3;627;48.0;
13829937;F;08.08.19;6220.9;2339;42.3;
13829937;F;07.08.19;10013.7;4987;338.6;
13829937;F;31.07.19;12852.0;5103;401.5;
13829937;F;30.07.19;12834.4;4395;236.5;155.4
13829937;F;29.07.19;12825.6;9750;1033.8;
13829937;F;27.07.19;14214.7;5199;318.5;
13829937;F;23.07.19;10833.8;3946;52.7;
13829937;F;22.07.19;15612.3;5707;119.0;
13829937;F;20.07.19;11559.3;3567;57.0;
13829937;F;17.07.19;11115.6;4057;56.1;
13829937;F;13.07.19;44079.3;28290;3165.6;
13829937;F;09.07.19;11899.3;4315;193.1;
13829937;F;06.07.19;7289.3;3718;290.4;141.0
13829937;F;02.07.19;11337.4;4082;92.1;
13829937;F;22.06.19;36655.8;27118;2365.1;141.5
13829937;F;18.06.19;10816.7;3485;109.1;
13829937;F;16.06.19;11408.7;4007;64.3;
13829937;F;14.06.19;11344.3;3850;291.1;
13829937;F;11.06.19;10014.0;3538;165.2;
13829937;F;10.06.19;10010.9;9729;1621.4;
13829937;F;09.06.19;5392.7;2408;138.4;
13829937;F;09.06.19;6505.4;6511;357.1;
13829937;F;09.06.19;8084.4;8349;184.1;
13829937;F;09.06.19;5317.3;2985;295.5;
13829937;F;08.06.19;16738.5;10262;1025.8;
13829937;F;04.06.19;12139.8;4240;246.6;
13829937;F;31.05.19;11565.8;4845;290.7;
13829937;F;28.05.19;13481.7;4663;229.5;
13829937;F;26.05.19;25088.6;16442;1564.9;
13829937;F;21.05.19;12030.5;4380;247.7;
13829937;F;19.05.19;14749.7;9362;930.9;
13829937;F;15.05.19;8326.8;3495;231.5;
13829937;F;14.05.19;10370.5;3692;222.0;
13829937;F;11.05.19;11136.5;4110;69.3;
13829937;F;07.05.19;11076.0;3955;172.4;
13829937;F;27.04.19;21239.5;6175;244.0;
13829937;F;21.04.19;11010.4;3612;40.5;
13829937;F;09.04.19;10071.2;3447;215.6;
13829937;F;07.04.19;9912.6;2705;45.3;
13829937;F;02.04.19;11529.4;3805;173.7;
13829937;F;29.03.19;11105.5;3796;54.6;
13829937;F;26.03.19;11828.3;4037;191.9;
13829937;F;24.03.19;18609.9;5946;216.6;
13829937;F;22.03.19;10813.4;4588;360.7;
13829937;F;17.03.19;16155.3;4804;39.7;137.9
13829937;F;15.03.19;9515.6;3271;76.9;124.8
13829937;F;12.03.19;12473.6;4537;236.3;
13829937;F;10.03.19;15016.5;4515;21.0;
13829937;F;07.03.19;1145.2;450;3.0;
13829937;F;07.03.19;5643.7;1649;0.0;
13829937;F;07.03.19;2400.9;946;45693;
13829937;F;05.03.19;10998.4;3659;173.4;
13829937;F;26.02.19;11236.8;4019;178.9;
13829937;F;19.02.19;9823.8;3405;70.8;
13829937;F;17.02.19;10019.9;3888;138.9;
13829937;F;14.02.19;1268.6;519;45810;
13829937;F;14.02.19;4189.6;1135;45694;
13829937;F;14.02.19;2443.7;966;45718;
13829937;F;12.02.19;12366.2;4343;287.1;
13829937;F;07.02.19;7795.9;2798;48.5;
13829937;F;05.02.19;8153.0;3098;159.6;
13829937;F;31.01.19;661.6;265;0.0;
13829937;F;31.01.19;3760.8;1130;45694;
13829937;F;31.01.19;2936.0;1108;0.0;
13829937;F;29.01.19;11089.1;4054;72.4;
13829937;F;27.01.19;16186.4;5162;115.6;
13829937;F;24.01.19;5250.8;1609;45664;
13829937;F;24.01.19;3351.3;1267;45662;
13829937;F;22.01.19;13226.2;4461;110.2;
13829937;F;20.01.19;12070.4;4118;93.4;
13829937;F;17.01.19;7632.3;2783;46.0;
13829937;F;15.01.19;11883.8;4068;354.0;
13829937;F;10.01.19;8526.0;3006;45702;
13829937;F;08.01.19;12803.2;4348;241.1;
13829937;F;05.01.19;12370.8;4693;95.1;
13829937;F;30.12.18;10507.8;3411;41.0;
13829937;F;22.12.18;3772.9;1212;48.5;
13829937;F;22.12.18;4920.2;1432;82.0;
13829937;F;16.12.18;5787.9;1797;97.6;
13829937;F;04.12.18;9348.7;3051;70.7;
13829937;F;02.12.18;8068.7;2614;31.4;
13829937;F;27.11.18;11058.2;3751;196.8;
13829937;F;25.11.18;10104.8;3694;43.0;100.5
13829937;F;20.11.18;12322.8;4341;219.8;
13829937;F;18.11.18;7426.9;2312;51.0;152.0
13829937;F;14.11.18;6280.0;2387;45744;
13829937;F;30.10.18;9103.5;3319;66.8;
13829937;F;28.10.18;10491.5;3387;45713;157.9
13829937;F;23.10.18;10207.6;3905;47.2;
13829937;F;21.10.18;14192.0;4399;67.7;162.2
13829937;F;16.10.18;11400.0;3722;0;
13829937;F;11.10.18;11009.0;3355;45826;164.1
13829937;F;11.10.18;8133.8;2922;45697;133.0
13829937;F;09.10.18;8440.0;3039;139.6;
13829937;F;07.10.18;10827.3;4300;648.8;166.5
13829937;F;06.10.18;15394.2;4648;271.8;178.2
13829937;F;06.10.18;2195.5;574;45818;172.5
13829937;F;02.10.18;9441.2;3313;250.8;
13829937;F;30.09.18;12721.3;3990;56.8;
13829937;F;29.09.18;8560.7;3140;19.0;
13829937;F;28.09.18;8029.9;2759;135.5;
13829937;F;25.09.18;13437.2;4534;339.6;
13829937;F;24.09.18;3218.4;1081;45820;
13829937;F;16.09.18;21150.9;5975;259.6;176.4
13829937;F;14.09.18;12631.0;5269;991.5;173.1
13829937;F;13.09.18;7607.8;2831;45747;
13829937;F;11.09.18;14455.5;4882;313.8;
13829937;F;09.09.18;4956.1;2075;439.4;173.4
13829937;F;09.09.18;2709.3;934;0.0;144.6
13829937;F;07.09.18;9015.5;2988;189.9;97.9
13829937;F;06.09.18;9781.2;3250;39.9;130.2
13829937;F;04.09.18;14680.4;4932;223.4;
13829937;F;01.09.18;9626.5;3478;52.1;
13829937;F;31.08.18;7019.9;2206;45736;
13829937;F;31.08.18;3034.1;1050;45788;
13829937;F;28.08.18;12309.5;4048;142.1;
13829937;F;25.08.18;6849.6;2321;56.0;
13829937;F;23.08.18;19551.3;8160;323.7;
13829937;F;21.08.18;11409.9;3422;71.3;
13829937;F;18.08.18;8036.8;3197;292.0;
13829937;F;18.08.18;11205.7;3762;269.8;
13829937;F;14.08.18;10960.3;3727;273.7;
13829937;F;12.08.18;20304.8;6749;74.0;
13829937;F;10.08.18;7460.7;2137;49.2;
13829937;F;07.08.18;12111.1;4060;194.2;
13829937;F;07.08.18;9806.2;3713;262.2;109.2
13829937;F;04.08.18;5191.8;1698;45.3;141.5
13829937;F;31.07.18;11887.4;4234;280.7;137.1
13829937;F;30.07.18;10517.4;3613;55.6;152.0
13829937;F;24.07.18;10599.3;3890;184.0;
13829937;F;22.07.18;11810.2;5765;388.6;157.3
13829937;F;17.07.18;13899.9;4866;279.3;159.7
13829937;F;14.07.18;35794.7;20728;2262.2;169.2
13829937;F;10.07.18;11211.0;3439;72.5;
13829937;F;05.07.18;6021.0;1727;47.0;
13829937;F;03.07.18;11451.3;3888;246.7;
13829937;F;01.07.18;3811.0;3405;491.3;
13829937;F;30.06.18;13080.7;8487;829.0;148.3
13829937;F;28.06.18;11308.7;4078;54.2;
13829937;F;26.06.18;10057.2;3865;47.0;
13829937;F;24.06.18;35228.9;23485;2229.9;153.0
13829937;F;19.06.18;17722.9;6302;363.4;
13829937;F;16.06.18;8941.2;10627;914.6;129.6
13829937;F;15.06.18;11438.3;3793;287.4;182.8
13829937;F;12.06.18;11034.1;3653;264.0;
13829937;F;10.06.18;18018.6;11749;1248.5;155.5
13829937;F;08.06.18;11836.6;4716;295.3;162.1
13829937;F;07.06.18;12940.5;4476;264.5;162.4
13829937;F;05.06.18;14920.4;4934;227.3;
13829937;F;31.05.18;6582.0;2370;49.3;
13829937;F;29.05.18;12626.9;4070;229.2;
13829937;F;26.05.18;21671.8;14179;1637.2;162.3
13829937;F;24.05.18;10473.2;3321;60.0;
13829937;F;20.05.18;10024.0;7575;1000.1;159.0
13829937;F;17.05.18;14142.2;4850;58.7;
13829937;F;15.05.18;11077.1;3769;228.7;
13829937;F;12.05.18;4576.8;3321;74.7;
13829937;F;12.05.18;13198.0;7079;461.2;
13829937;F;11.05.18;2974.3;1700;0.0;
13829937;F;11.05.18;8469.2;6570;894.9;
13829937;F;11.05.18;4244.7;5332;771.3;
13829937;F;08.05.18;14370.3;4752;302.8;163.2
13829937;F;04.05.18;10350.2;3709;68.1;150.0
13829937;F;03.05.18;8774.4;2685;99.3;170.4
13829937;F;01.05.18;8530.0;2995;103.6;
13829937;F;01.05.18;9033.8;3041;57.3;160.2
13829937;F;29.04.18;8403.7;3069;55.0;
13829937;F;26.04.18;11005.3;5417;249.2;154.9
13829937;F;24.04.18;10480.2;3650;255.1;
13829937;F;21.04.18;17127.2;6671;438.6;154.2
13829937;F;19.04.18;10396.0;3567;97.7;
13829937;F;17.04.18;9260.3;3408;100.5;
13829937;F;16.04.18;8345.0;3027;45707;145.8
13829937;F;13.04.18;12279.1;3770;54.6;
13829937;F;11.04.18;3364.8;1312;45729;140.9
13829937;F;10.04.18;10598.7;3534;264.7;167.0
13829937;F;06.04.18;6460.0;2415;45685;
13829937;F;03.04.18;15119.1;5213;247.7;130.4
13829937;F;02.04.18;10336.5;3771;47.3;
13829937;F;31.03.18;15084.3;4937;50.4;166.4
13829937;F;29.03.18;7409.9;2809;33.0;
13829937;F;27.03.18;8640.4;3342;157.8;
13829937;F;25.03.18;8911.2;3424;88.0;
13829937;F;24.03.18;4913.7;1580;3.0;164.0
13829937;F;22.03.18;17188.5;6240;66.1;
13829937;F;20.03.18;6653.0;2653;82.2;
13829937;F;18.03.18;6550.0;2287;45742;
13829937;F;18.03.18;9642.8;3386;213.4;
13829937;F;18.03.18;4874.9;1691;22.0;
13829937;F;15.03.18;8931.7;3301;45837;
13829937;F;13.03.18;14385.0;4823;310.2;131.6
13829937;F;11.03.18;8509.4;2788;55.6;
13829937;F;09.03.18;8071.3;2939;45737;
13829937;F;06.03.18;11233.2;3847;247.9;130.0
13829937;F;04.03.18;15656.4;5406;120.9;
13829937;F;03.03.18;3198.6;1215;45820;
13829937;F;02.03.18;7248.9;2916;45716;
13829937;F;28.02.18;10017.3;3632;45713;
13829937;F;25.02.18;10262.0;3741;59.5;
13829937;F;15.02.18;11077.2;4211;89.0;
13829937;F;11.02.18;10098.3;3720;85.4;
13829937;F;06.02.18;8849.4;3391;166.9;
13829937;F;01.02.18;6527.6;2423;45863;
13829937;F;14.11.17;11189.5;4484;237.7;
13829937;F;12.11.17;19955.3;5644;286.5;
13829937;F;07.11.17;11644.3;4689;264.4;
13829937;F;07.11.17;14054.5;4609;347.8;140.9
13829937;F;05.11.17;5948.8;1560;139.6;
13829937;F;31.10.17;14713.7;4864;229.6;133.7
13829937;F;31.10.17;8126.5;2928;20.0;
13829937;F;29.10.17;10035.3;3285;49.8;
13829937;F;28.10.17;4026.7;2886;392.1;
13829937;F;28.10.17;2831.5;769;45883;
13829937;F;28.10.17;3375.3;1200;14.0;
13829937;F;23.10.17;6010.9;2152;129.7;
13829937;F;22.10.17;6875.7;5420;725.7;
13829937;F;21.10.17;16806.3;10692;1221.4;
13829937;F;20.10.17;6133.3;2133;13.0;
13829937;F;19.10.17;8804.1;2910;31.9;
13829937;F;17.10.17;12000.7;4158;259.5;
13829937;F;15.10.17;18016.9;6106;298.8;
13829937;F;14.10.17;2196.3;739;45752;
13829937;F;14.10.17;6992.8;1984;45768;
13829937;F;14.10.17;3576.1;1420;45879;
13829937;F;12.10.17;11048.3;3953;45715;
13829937;F;10.10.17;7919.0;3313;229.7;
13829937;F;10.10.17;9794.5;3356;246.7;161.4
13829937;F;08.10.17;1619.2;420;45737;
13829937;F;08.10.17;3180.8;1191;41.8;
13829937;F;07.10.17;8331.1;2625;198.7;
13829937;F;07.10.17;14574.9;4288;274.8;
13829937;F;05.10.17;7183.1;2622;28.0;
13829937;F;03.10.17;8447.1;3802;140.9;
13829937;F;03.10.17;9817.6;3432;238.4;
13829937;F;01.10.17;13779.7;5707;533.6;
13829937;F;28.09.17;8369.3;3350;200.1;
13829937;F;27.09.17;7508.3;3226;60.7;
13829937;F;26.09.17;14542.7;4862;237.1;
13829937;F;24.09.17;5790.4;2516;45800;
13829937;F;23.09.17;12245.2;4015;230.7;166.2
13829937;F;22.09.17;7263.4;2699;45685;
13829937;F;21.09.17;9196.1;3852;75.2;
13829937;F;19.09.17;11788.8;4684;195.4;
13829937;F;19.09.17;14344.6;4740;255.9;
13829937;F;17.09.17;14523.2;5231;274.8;
13829937;F;13.09.17;11308.7;4830;85.3;145.3
13829937;F;12.09.17;13405.2;4822;265.0;157.8
13829937;F;12.09.17;12609.3;5347;288.1;137.8
13829937;F;10.09.17;11092.4;4098;164.9;
13829937;F;10.09.17;20782.0;7271;204.1;162.8
13829937;F;07.09.17;8933.9;3330;69.4;150.6
13829937;F;05.09.17;13821.0;5059;261.3;
13829937;F;03.09.17;6882.9;2729;45716;
13829937;F;29.08.17;6002.9;2466;70.9;
13829937;F;24.08.17;7125.7;2779;45927;
13829937;F;22.08.17;13364.3;4678;232.6;
13829937;F;15.08.17;13329.8;4464;260.5;
13829937;F;13.08.17;10578.1;3490;127.1;
13829937;F;06.08.17;6799.0;3111;50.7;
13829937;F;06.08.17;10627.7;4554;126.9;
13829937;F;01.08.17;11771.2;4874;313.7;
13829937;F;31.07.17;17008.8;10603;1029.1;
13829937;F;29.07.17;3468.1;2493;167.6;
13829937;F;28.07.17;15127.5;4813;60.5;
13829937;F;25.07.17;9392.9;3438;43.4;
13829937;F;23.07.17;3192.6;1053;45682;
13829937;F;23.07.17;6684.1;1956;33.7;
13829937;F;23.07.17;4200.5;1552;45853;
13829937;F;20.07.17;12552.2;4161;115.6;
13829937;F;18.07.17;7340.0;2431;134.6;
13829937;F;06.07.17;6847.3;2083;28.0;
13829937;F;06.07.17;7148.1;2719;33.1;
13829937;F;04.07.17;9392.1;3214;60.2;
13829937;F;02.07.17;12169.0;4928;106.3;
13829937;F;27.06.17;14733.5;4771;226.3;
13829937;F;26.06.17;8429.8;3239;45892;
13829937;F;22.06.17;9489.7;3092;114.6;
13829937;F;17.06.17;11420.1;4480;45666;139.1
13829937;F;15.06.17;1014.5;344;45692;
13829937;F;15.06.17;4676.9;1337;45924;
13829937;F;15.06.17;3504.0;1384;45729;
13829937;F;13.06.17;12970.9;4843;372.0;
13829937;F;09.06.17;12631.2;5023;45803;134.3
13829937;F;06.06.17;14968.5;5315;301.0;150.0
13829937;F;05.06.17;10158.5;3978;55.7;141.0
13829937;F;30.05.17;16444.4;5752;299.7;145.3
13829937;F;28.05.17;4290.1;4794;89.0;
13829937;F;27.05.17;18085.8;19713;1910.1;
13829937;F;23.05.17;11805.8;4498;301.3;151.5
13829937;F;21.05.17;21176.2;7951;591.9;172.4
13829937;F;19.05.17;6025.3;2157;0.0;
13829937;F;19.05.17;3309.4;1363;0.0;
13829937;F;16.05.17;12676.3;4494;66.9;151.4
13829937;F;14.05.17;8534.8;3298;45825;138.5
13829937;F;13.05.17;2116.4;816;0.0;149.2
13829937;F;13.05.17;4339.0;1224;0.0;173.3
13829937;F;13.05.17;2553.8;945;0.0;140.1
13829937;F;12.05.17;7286.4;2829;45705;139.4
13829937;F;09.05.17;10236.0;3562;217.6;154.2
13829937;F;08.05.17;17719.9;6400;178.4;147.5
13829937;F;06.05.17;9156.8;2754;141.3;178.6
13829937;F;06.05.17;2279.0;945;45910;149.0
13829937;F;04.05.17;2922.7;1181;0.0;151.8
13829937;F;04.05.17;2460.5;974;0.0;136.4
13829937;F;02.05.17;11202.3;3654;182.0;159.7
13829937;F;01.05.17;15385.4;6302;691.7;174.3
13829937;F;30.04.17;7620.2;3333;164.5;144.5
13829937;F;27.04.17;10147.7;3142;45734;163.0
13829937;F;25.04.17;9949.4;3567;229.1;
13829937;F;22.04.17;13696.6;6288;699.4;164.0
13829937;F;20.04.17;7204.1;2867;45705;
13829937;F;18.04.17;10796.6;3817;180.8;153.8
13829937;F;17.04.17;14664.2;4901;45926;156.1
13829937;F;11.04.17;10217.7;3585;45.3;150.4
13829937;F;09.04.17;42528.7;13713;198.8;165.2
13829937;F;08.04.17;4904.4;2266;45745;
13829937;F;05.04.17;6060.3;1969;45760;
13829937;F;04.04.17;8161.0;2658;0.0;156.1
13829937;F;02.04.17;15281.3;4812;45794;161.1
13829937;F;31.03.17;4635.0;1438;0.0;163.4
13829937;F;31.03.17;2101.1;777;0.0;144.7
13829937;F;30.03.17;9064.2;3088;45880;155.7
13829937;F;28.03.17;7482.6;2742;65.3;141.2
13829937;F;25.03.17;18088.9;5897;58.0;157.8
13829937;F;24.03.17;11284.5;4082;0.0;152.4
13829937;F;23.03.17;10330.9;3784;11.0;137.5
13829937;F;22.03.17;13740.3;4541;45868;153.0
13829937;F;19.03.17;32204.9;10718;57.1;155.7
13829937;F;17.03.17;1571.3;662;0.0;139.0
13829937;F;17.03.17;6259.0;1799;0.0;169.0
13829937;F;17.03.17;4362.5;1606;0.0;138.9
13829937;F;16.03.17;11030.6;3821;45798;151.8
13829937;F;14.03.17;11874.1;3802;190.6;168.1
13829937;F;12.03.17;21420.1;7763;108.5;149.8
13829937;F;09.03.17;9702.5;3711;45727;136.3
13829937;F;07.03.17;11282.1;4526;267.3;144.6
13829937;F;05.03.17;21122.1;6265;105.7;170.2
13829937;F;05.03.17;4376.4;1699;0.0;142.1
13829937;F;04.03.17;7330.1;2414;0.0;158.8
13829937;F;01.03.17;1005.0;277;0.0;169.7
13829937;F;01.03.17;2021.4;587;0.0;161.4
13829937;F;01.03.17;5027.3;1591;0.0;149.6
13829937;F;01.03.17;3020.6;1152;0.0;131.1
13829937;F;28.02.17;8513.8;2996;152.5;153.8
13829937;F;26.02.17;15304.9;6037;75.2;134.1
13829937;F;23.02.17;14092.6;5482;62.2;148.5
13829937;F;20.02.17;11028.4;3977;47.8;152.5
13829937;F;16.02.17;12833.8;4384;0.0;148.3
13829937;F;14.02.17;14726.8;5436;263.7;148.4
13829937;F;12.02.17;6116.1;2367;0.0;153.4
13829937;F;10.02.17;11912.1;4301;45741;145.4
13829937;F;09.02.17;7894.3;2915;45911;141.6
13829937;F;07.02.17;10388.3;3873;224.7;154.8
13829937;F;05.02.17;18353.1;6410;50.7;151.7
13829937;F;03.02.17;14303.3;4956;0.0;148.3
13829937;F;02.02.17;3710.8;1409;0.0;135.1
13829937;F;31.01.17;14824.3;5344;225.7;151.5
13829937;F;28.01.17;15449.3;5361;43.3;154.1
13829937;F;27.01.17;6373.5;2422;45819;137.5
13829937;F;26.01.17;6829.3;2082;0.0;163.7
13829937;F;26.01.17;2229.3;849;0.0;136.7
13829937;F;24.01.17;13001.0;4449;193.1;154.9
13829937;F;22.01.17;17852.5;6455;51.2;142.8
13829937;F;20.01.17;891.9;339;0.0;149.2
13829937;F;20.01.17;6307.0;1788;0.0;171.1
13829937;F;20.01.17;2757.9;1082;0.0;137.1
13829937;F;17.01.17;11452.6;4059;188.7;153.2
13829937;F;16.01.17;10012.9;3747;0.0;143.0
13829937;F;14.01.17;15147.9;5449;88.1;149.4
13829937;F;13.01.17;9062.2;3360;0.0;136.2
13829937;F;12.01.17;11051.8;3802;0.0;155.0
13829937;F;12.01.17;2205.0;876;0.0;134.5
13829937;F;10.01.17;9330.6;3253;51.1;
13829937;F;08.01.17;21130.5;6781;16.0;
13829937;F;08.01.17;4001.7;1457;45674;
13829937;F;06.01.17;8374.3;3206;45764;
13829937;F;05.01.17;4000.6;1104;0.0;
13829937;F;05.01.17;2328.7;815;0.0;
13829937;F;17.12.16;9143.1;2529;114.6;
13829937;F;15.12.16;8365.6;3182;45824;
13829937;F;13.12.16;9608.6;3315;140.5;
13829937;F;11.12.16;2187.9;763;0.0;
13829937;F;11.12.16;6424.9;1764;0.0;
13829937;F;11.12.16;2229.7;760;0.0;
13829937;F;08.12.16;9035.1;3190;0.0;
13829937;F;06.12.16;10832.2;3846;195.5;
13829937;F;03.12.16;29369.4;10066;43.2;
13829937;F;02.12.16;8014.7;2830;0.0;
13829937;F;27.11.16;13083.6;4720;0.0;
13829937;F;24.11.16;6699.3;2539;0.0;
13829937;F;22.11.16;8732.3;2911;32.3;
13829937;F;20.11.16;10017.1;2890;0.0;
13829937;F;15.11.16;14787.6;4737;236.5;
13829937;F;11.11.16;24089.2;10775;359.5;
13829937;F;08.11.16;11684.8;3812;196.2;
13829937;F;06.11.16;14611.3;5472;341.6;
13829937;F;03.11.16;6548.0;2180;0.0;
13829937;F;01.11.16;10075.1;3631;46.0;
13829937;F;29.10.16;14100.9;4592;53.7;
13829937;F;25.10.16;10747.5;3453;207.6;
13829937;F;23.10.16;4097.5;1505;0.0;
13829937;F;21.10.16;21993.7;7403;55.1;
13829937;F;18.10.16;13109.5;4966;0;
13829937;F;16.10.16;13042.7;4794;0;
13829937;F;14.10.16;6916.0;2017;0;
13829937;F;14.10.16;3232.0;1273;0;
13829937;F;11.10.16;14157.1;4490;269.9;
13829937;F;09.10.16;10009.3;2826;45732;
13829937;F;04.10.16;12589.3;4249;192.8;
13829937;F;02.10.16;10799.2;3468;272.1;
13829937;F;01.10.16;13968.7;4159;203.2;
13829937;F;01.10.16;2156.7;580;0.0;
13829937;F;27.09.16;5979.1;2257;88.8;
13829937;F;25.09.16;14801.7;5891;217.9;
13829937;F;22.09.16;5759.5;1661;0.0;
13829937;F;22.09.16;2906.4;995;0.0;
13829937;F;20.09.16;14539.6;4831;249.7;
13829937;F;18.09.16;15248.3;4683;45796;
13829937;F;15.09.16;2884.5;826;0.0;
13829937;F;15.09.16;2942.6;1031;0.0;
13829937;F;13.09.16;6704.5;2400;195.9;
13829937;F;10.09.16;15730.2;10098;1099.8;
13829937;F;08.09.16;10103.1;3549;0.0;
13829937;F;06.09.16;9882.3;3524;164.4;
13829937;F;04.09.16;20325.7;12990;1472.1;
13829937;F;30.08.16;13183.0;4672;254.9;
13829937;F;27.08.16;6781.3;4761;550.3;
13829937;F;25.08.16;4445.3;1324;0.0;
13829937;F;25.08.16;2128.9;710;0.0;
13829937;F;23.08.16;11829.4;3844;113.6;
13829937;F;16.08.16;10323.3;3293;45824;
13829937;F;14.08.16;16871.1;5774;45802;
13829937;F;11.08.16;6133.9;2153;0.0;
13829937;F;09.08.16;11034.1;3859;205.6;
13829937;F;07.08.16;15589.7;5356;87.8;
13829937;F;05.08.16;11079.6;3956;45833;
13829937;F;02.08.16;11595.4;3986;104.0;
13829937;F;30.07.16;7858.8;2593;0.0;
13829937;F;27.07.16;1456.1;920;47.8;
13829937;F;27.07.16;14778.5;7578;309.8;
13829937;F;26.07.16;1870.7;1476;146.8;
13829937;F;26.07.16;12160.6;4946;191.2;
13829937;F;24.07.16;11815.6;3914;45916;
13829937;F;21.07.16;9942.1;6001;11.0;
13829937;F;20.07.16;6147.8;2751;0.0;
13829937;F;18.07.16;10913.4;3717;45837;
13829937;F;11.07.16;7112.2;2652;0.0;
13829937;F;05.07.16;11140.3;4035;257.4;
13829937;F;03.07.16;8230.1;3193;45701;
13829937;F;26.06.16;8163.5;3387;126.9;
13829937;F;25.06.16;2002.0;1088;146.1;
13829937;F;25.06.16;7133.5;11054;179.8;
13829937;F;19.06.16;12010.8;3860;45731;
13829937;F;16.06.16;6945.5;2685;14.0;
13829937;F;14.06.16;10834.5;3559;199.1;
13829937;F;12.06.16;15720.6;5143;45741;
13829937;F;09.06.16;8835.4;3368;45712;
13829937;F;08.06.16;4637.4;1351;0.0;
13829937;F;08.06.16;2565.6;938;0.0;
13829937;F;08.06.16;69.4;105;0.0;
13829937;F;05.06.16;10778.1;3866;45701;
13829937;F;04.06.16;6763.8;1982;0.0;
13829937;F;04.06.16;3406.6;1272;0.0;
13829937;F;03.06.16;7129.2;2601;45703;143.3
13829937;F;31.05.16;14772.7;5198;344.1;157.5
13829937;F;29.05.16;9763.1;3510;45763;142.1
13829937;F;24.05.16;12619.4;4206;265.4;
13829937;F;22.05.16;6803.0;2691;127.2;
13829937;F;22.05.16;4373.3;1927;238.8;
13829937;F;21.05.16;11469.4;15716;620.1;
13829937;F;17.05.16;14600.5;4927;248.4;
13829937;F;16.05.16;15021.2;5539;45925;
13829937;F;13.05.16;8445.7;3097;45705;
13829937;F;12.05.16;2535.0;825;0.0;
13829937;F;12.05.16;6838.3;1988;0.0;
13829937;F;10.05.16;10826.1;3627;205.0;
13829937;F;08.05.16;4435.9;1753;0.0;
13829937;F;07.05.16;10162.7;3786;35.7;
13829937;F;03.05.16;10545.3;3837;235.0;
13829937;F;01.05.16;12379.6;9178;1060.4;
13829937;F;29.04.16;4297.4;1408;0.0;
13829937;F;27.04.16;3214.4;1105;0.0;
13829937;F;26.04.16;10253.5;3764;77.0;
13829937;F;24.04.16;5961.4;1668;50.3;
13829937;F;21.04.16;10877.7;3660;45763;
13829937;F;19.04.16;10641.3;17912;771.7;
13829937;F;17.04.16;11571.9;4294;114.1;
13829937;F;15.04.16;7530.1;2974;0.0;
13829937;F;12.04.16;9118.5;3351;218.3;
13829937;F;12.04.16;172.7;36;0.0;175.9
13829937;F;12.04.16;186.5;40;0.0;177.4
13829937;F;12.04.16;387.6;88;0.0;181.0
13829937;F;12.04.16;384.7;95;0.0;176.0
13829937;F;12.04.16;379.4;99;0.0;173.1
13829937;F;12.04.16;376.3;102;0.0;165.2
13829937;F;12.04.16;390.4;105;0.0;163.7
13829937;F;12.04.16;375.2;102;0.0;166.5
13829937;F;12.04.16;386.1;103;0.0;163.9
13829937;F;12.04.16;574.4;151;0.0;159.1
13829937;F;12.04.16;3649.3;1376;0.0;144.9
13829937;F;11.04.16;7406.2;2218;42.2;
13829937;F;10.04.16;7193.3;2101;0.0;
13829937;F;10.04.16;1781.3;715;0.0;
13829937;F;07.04.16;2883.5;1029;0.0;
13829937;F;05.04.16;10517.0;3481;50.4;
13829937;F;03.04.16;6151.0;2082;0.0;
13829937;F;02.04.16;25013.1;7846;0.0;169.1
13829937;F;31.03.16;8469.6;3200;45674;150.6
13829937;F;29.03.16;14349.7;4770;78.2;161.2
13829937;F;27.03.16;10237.1;3478;44.2;156.4
13829937;F;23.03.16;6469.8;2411;45760;147.1
13829937;F;22.03.16;11385.7;3733;253.6;163.7
13829937;F;17.03.16;6458.2;2274;0.0;149.2
13829937;F;15.03.16;13304.7;4348;198.3;162.3
13829937;F;13.03.16;8010.4;2617;0.0;159.2
13829937;F;13.03.16;1520.1;630;0.0;128.3
13829937;F;10.03.16;9737.8;3554;45764;151.7
13829937;F;08.03.16;14770.4;4913;237.8;164.2
13829937;F;06.03.16;17041.3;6289;96.6;150.6
